2.69,29.4,6.73,7.66,2.02,7.87,4.55,1.71,21.22,56.23,29.27,27.91,36.94,27.27,32.39,32.18,3.9,8.12,6.38,7.89,5.03,5.19,4.87,6.05,60.56,60.39,60.46,60.13,60.07,59.81,60.18,59.83
2.8,23.19,6.52,6.52,2.02,12.89,4.3,1.66,22.63,45.09,28.88,29.36,30.38,25.51,33.13,33.03,3.9,8.1,6.38,7.89,5.03,5.18,4.87,6.04,60.53,60.34,60.46,60.1,60.08,59.83,60.16,59.84
2.43,25.52,2.54,2.95,1.92,7.45,3.88,1.71,25.59,34.75,29.43,33.07,26.16,25.61,33.86,35.34,3.9,8.07,6.38,7.89,5.03,5.18,4.87,6.04,60.51,60.28,60.45,60.06,60.11,59.83,60.16,59.84
2.07,29.5,4.45,9.06,1.92,7.92,4.45,1.6,29.93,27.73,30.25,44.47,23.91,27.33,38.34,44.34,3.9,8.06,6.38,7.89,5.03,5.18,4.86,6.04,60.47,60.22,60.45,60.03,60.12,59.84,60.16,59.85
2.28,8.9,3.21,5.85,2.48,6.78,4.66,1.6,45.31,21.86,31.4,51.48,26.07,29.32,47.16,50.33,3.9,8.06,6.37,7.88,5.03,5.18,4.86,6.03,60.46,60.17,60.45,60.01,60.14,59.85,60.16,59.86
2.33,21.38,3.26,5.38,2.33,5.64,4.19,1.6,80.25,23.12,32.45,42.86,26.06,30.86,45.42,42.47,3.9,8.06,6.37,7.88,5.03,5.18,4.86,6.03,60.44,60.16,60.44,60.01,60.16,59.86,60.16,59.89
2.48,22.05,2.48,5.49,1.97,7.51,3.78,1.66,89.48,26.23,33.31,35.51,24.74,31.93,36.07,35.38,3.9,8.06,6.37,7.88,5.03,5.18,4.86,6.03,60.44,60.14,60.42,60,60.16,59.86,60.17,59.91
2.64,14.8,2.02,5.49,2.12,7.87,4.87,1.66,54.96,26.03,33.95,31.91,25.16,38.5,32.36,32.93,3.9,8.04,6.37,7.88,5.03,5.17,4.85,6.03,60.42,60.12,60.4,60.01,60.16,59.86,60.18,59.94
2.8,18.53,4.19,4.71,2.07,7.66,5.54,1.6,26.88,24.5,36.19,26.9,26.32,54.32,30.41,30.05,3.9,8.02,6.37,7.88,5.03,5.17,4.85,6.03,60.42,60.12,60.38,60,60.18,59.86,60.22,59.97
2.64,10.66,4.87,7.09,2.02,7.66,3.93,1.71,16.53,25.11,45.98,26.22,28.34,57.42,29.11,29.37,3.89,7.98,6.36,7.88,5.03,5.16,4.85,6.03,60.41,60.1,60.36,60.01,60.19,59.88,60.24,60.01
2.59,8.07,4.61,6.52,1.97,9.73,4.92,1.71,11.54,28.61,51.77,27.8,30.7,41,30.04,29.85,3.89,7.97,6.36,7.88,5.03,5.16,4.85,6.03,60.4,60.1,60.36,60.01,60.18,59.88,60.27,60.03
2.95,5.9,3.62,6.57,2.12,6.78,4.4,1.97,12.92,35.46,40.99,27.15,32.97,30.86,30.1,28.65,3.89,7.96,6.36,7.88,5.03,5.16,4.85,6.03,60.39,60.1,60.36,60,60.18,59.86,60.29,60.05
2.74,4.66,3.88,5.54,2.12,6.06,4.66,1.92,19.13,50.6,32.19,27.08,39.21,27.53,29.22,27.82,3.89,7.94,6.35,7.89,5.03,5.16,4.84,6.03,60.39,60.1,60.36,60,60.18,59.86,60.29,60.08
2.74,8.02,4.4,8.75,2.12,9.27,4.5,1.76,18.57,59.96,30.24,27.73,54.88,26.11,29.28,28.06,3.89,7.93,6.35,7.89,5.03,5.16,4.84,6.03,60.38,60.12,60.36,60,60.19,59.85,60.3,60.11
2.9,5.12,3.83,7.61,1.92,7.61,4.55,1.71,16.97,48.43,28.27,28.85,60.16,28.47,29.93,28.76,3.89,7.92,6.35,7.89,5.03,5.15,4.84,6.03,60.36,60.16,60.35,60,60.22,59.85,60.31,60.13
2.95,7.4,3.62,4.55,1.92,7.09,3.21,1.66,18.96,36.47,28.26,30.4,44.03,29.06,30.76,30.2,3.9,7.91,6.35,7.89,5.02,5.15,4.84,6.03,60.36,60.14,60.36,60,60.24,59.84,60.33,60.13
3.16,8.75,4.55,6.73,2.23,10.77,3.73,1.6,22.25,30.41,30.15,32.02,31.93,27.26,31.73,31.4,3.9,7.9,6.34,7.89,5.02,5.15,4.84,6.03,60.35,60.13,60.36,60,60.27,59.84,60.35,60.13
2.85,5.85,4.3,5.33,2.07,10.77,4.81,1.55,26.88,26.07,29.5,33.41,27.62,26.54,32.57,34.56,3.91,7.89,6.34,7.89,5.02,5.14,4.84,6.03,60.34,60.13,60.36,59.99,60.3,59.84,60.36,60.14
2.54,8.49,4.4,5.54,1.92,10.87,4.55,1.5,31.84,26.05,28.74,34.72,25.35,27.11,33.34,43.43,3.91,7.89,6.34,7.89,5.02,5.14,4.83,6.03,60.33,60.13,60.36,59.97,60.33,59.84,60.38,60.16
2.74,4.19,4.45,5.69,2.02,5.9,4.19,1.6,36.33,27.73,28.86,42.18,27.19,28.44,35.06,46.88,3.92,7.88,6.34,7.89,5.02,5.14,4.83,6.03,60.3,60.13,60.36,59.96,60.35,59.81,60.41,60.16
2.74,7.97,4.04,4.81,1.92,10.35,4.5,1.55,49.56,27.14,29.47,54.75,28.52,30.24,43.14,38.98,3.92,7.87,6.33,7.88,5.02,5.14,4.83,6.03,60.29,60.11,60.35,59.95,60.39,59.79,60.44,60.16
3.05,6.52,4.24,3.99,1.97,7.56,4.55,1.6,84.78,26.73,30.62,51.55,26.9,38.35,48.07,33.39,3.93,7.86,6.33,7.88,5.02,5.14,4.82,6.03,60.28,60.1,60.35,59.94,60.42,59.78,60.47,60.17
3.26,3.26,4.35,6.57,1.97,9.63,3.88,1.55,95.79,27.11,31.67,38.61,26.23,53.03,39.84,31.19,3.95,7.81,6.33,7.88,5.02,5.13,4.82,6.03,60.29,60.1,60.35,59.92,60.47,59.75,60.5,60.21
2.69,5.85,4.14,5.54,1.86,9.89,5.33,1.66,59.34,28.03,32.57,33.44,26.88,52.92,33.01,30.24,3.95,7.8,6.33,7.88,5.02,5.13,4.82,6.03,60.29,60.08,60.34,59.91,60.5,59.77,60.51,60.22
2.69,5.43,4.14,4.55,1.86,8.07,4.71,1.71,28.56,29.5,33.46,29.43,27.98,38.68,31.12,31.68,3.96,7.79,6.33,7.88,5.01,5.13,4.82,6.03,60.29,60.08,60.33,59.91,60.5,59.75,60.53,60.22
2.8,11.18,3.88,5.28,1.92,6.78,3.62,1.71,16.55,34.06,37.07,26.23,29.97,31.49,29.81,31.59,3.97,7.78,6.32,7.88,5.02,5.13,4.82,6.03,60.29,60.1,60.31,59.91,60.52,59.74,60.55,60.21
2.43,12.16,4.14,5.59,1.97,9.47,3.42,1.66,11.04,48.3,48.23,27.49,35.29,28.26,30.86,29.82,3.98,7.76,6.32,7.87,5.01,5.12,4.81,6.03,60.29,60.11,60.31,59.92,60.53,59.74,60.56,60.19
2.38,5.43,4.4,7.09,2.02,9.06,4.14,1.6,10.83,58.08,52.34,27.31,49.76,26.23,31.74,29.17,3.99,7.75,6.32,7.87,5.01,5.12,4.81,6.03,60.29,60.12,60.31,59.92,60.57,59.75,60.58,60.18
2.59,14.8,4.09,5.38,2.02,10.66,2.95,1.66,16.63,46.88,40.1,26.33,56.91,27.73,30.24,29.36,4.04,7.74,6.32,7.87,5.01,5.12,4.81,6.03,60.29,60.13,60.3,59.92,60.61,59.77,60.61,60.16
2.8,4.35,3.88,3.99,1.86,6.63,3.47,1.6,16.55,34.81,31.8,26.79,43.31,27.94,29.43,30.24,4.05,7.74,6.32,7.86,5.01,5.12,4.81,6.02,60.29,60.14,60.31,59.92,60.63,59.75,60.62,60.16
3.16,3.11,4.55,4.4,1.81,7.97,3.47,1.66,15.04,29.64,29.5,27.72,31.68,27.29,29.39,31.69,4.06,7.73,6.32,7.86,5.01,5.11,4.8,6.02,60.29,60.16,60.31,59.92,60.67,59.75,60.62,60.13
3.47,3.62,4.81,5.07,1.92,6.73,4.55,1.71,17.35,25.45,27.67,29.16,27.31,27.32,29.92,37.11,4.07,7.72,6.32,7.86,5.01,5.11,4.8,6.02,60.29,60.23,60.31,59.91,60.71,59.75,60.61,60.1
3.05,3.67,4.55,8.54,1.86,8.49,4.04,1.71,20.9,24.21,28.39,30.86,25.95,27.59,30.9,45.98,4.07,7.69,6.32,7.85,5.01,5.11,4.8,6.02,60.28,60.3,60.33,59.91,60.72,59.75,60.58,60.07
2.69,5.75,4.45,4.35,1.81,8.23,3.99,1.71,25.61,26.23,29.87,32.28,29.25,28.74,32.21,44.4,4.08,7.65,6.32,7.81,5.01,5.11,4.8,6.01,60.28,60.38,60.33,59.91,60.71,59.74,60.56,60.05
2.48,4.5,4.81,5.02,1.71,8.7,3.93,1.66,30.68,26.77,28.88,33.37,30.86,31.23,36.12,35.57,4.09,7.64,6.32,7.8,5,5.11,4.79,6.01,60.27,60.45,60.33,59.9,60.67,59.72,60.53,60.02
2.74,4.5,5.07,4.55,1.76,8.49,3.52,1.76,34.75,26.75,28.25,34.18,28.77,34.69,44.42,31.93,4.09,7.63,6.32,7.8,5,5.11,4.79,6.01,60.27,60.51,60.33,59.88,60.64,59.7,60.52,60.01
3.57,4.61,4.92,4.55,1.81,7.51,3.62,1.97,37.22,27.65,28.6,36.56,27.73,45.56,44.07,30.04,4.1,7.63,6.32,7.8,5,5.1,4.79,6.01,60.23,60.53,60.33,59.84,60.62,59.7,60.5,59.99
5.33,6.47,4.5,4.55,1.86,9.27,3.73,1.86,40.22,28.74,29.33,46.8,27.73,58.79,35.08,29.36,4.1,7.65,6.32,7.79,5.01,5.1,4.78,6,60.22,60.55,60.31,59.83,60.56,59.7,60.49,59.96
2.69,8.75,4.55,3.47,1.92,10.3,4.3,1.76,59.74,30.24,30.24,55.47,28.34,52.36,30.94,30.68,4.1,7.65,6.32,7.78,5,5.1,4.78,6,60.21,60.56,60.33,59.83,60.52,59.72,60.45,59.94
3.83,5.9,3.88,4.55,1.92,7.97,8.18,1.76,96.01,34.24,31.59,45.62,32.37,37.63,29.81,30.11,4.11,7.66,6.32,7.78,5.01,5.1,4.78,6,60.21,60.6,60.31,59.84,60.49,59.72,60.44,59.91
3.26,4.4,5.18,5.23,2.17,6.83,4.3,1.86,87.77,47.67,32.68,34.58,46.28,31.38,30.15,29.17,4.11,7.68,6.32,7.77,5.01,5.09,4.78,6,60.22,60.63,60.3,59.84,60.46,59.72,60.41,59.9
2.64,6.42,3.73,6.73,2.02,9.01,3.52,1.92,47.41,55.93,36.63,30.92,55.99,27.04,31.93,29.17,4.11,7.68,6.33,7.76,5.01,5.09,4.78,6,60.23,60.68,60.3,59.85,60.44,59.72,60.4,59.88
3.11,6.73,3.47,3.93,1.92,9.89,4.81,1.92,19.82,43.66,48.58,27.71,44.18,24.1,31.42,29.9,4.11,7.7,6.33,7.76,5.01,5.09,4.78,5.99,60.24,60.72,60.3,59.85,60.41,59.72,60.38,59.86
2.9,7.3,4.92,3.83,1.97,10.66,4.19,1.86,12.01,32.96,52.94,27.11,31.53,25.72,30.11,30.97,4.11,7.72,6.33,7.75,5.01,5.09,4.77,5.99,60.25,60.73,60.3,59.86,60.39,59.7,60.35,59.83
